record_id,mof_id,gas_type,gas_name,temperature,temperature_unit,pressure,pressure_unit,capacity_value,capacity_unit,measurement_type,isotherm_id,DOI,publication_year,source_id,source_type,source_database,source_url,source_location,extraction_method,extraction_confidence,notes
mofxdb_hMOF-5_iso5518383_p5,mofxdb_hMOF-5,CH4,Methane,298.0,K,0.9,bar,0.0568646,mol/kg,capacity,5518383,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518383.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-5_iso5737344_p1,mofxdb_hMOF-5,CH4,Methane,298.0,K,35.0,bar,69.7289,cm3(STP)/cm3,capacity,5737344,10.1038/nchem.1192,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5737344.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-5_iso6012949_p1_Xenon,mofxdb_hMOF-5,Xe,Xenon,273.0,K,1.0,bar,9.49e-05,mol/kg,capacity,6012949,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012949.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-5_iso6012949_p1_Krypton,mofxdb_hMOF-5,Kr,Krypton,273.0,K,1.0,bar,0.400853,mol/kg,capacity,6012949,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012949.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-5_iso6012949_p2_Xenon,mofxdb_hMOF-5,Xe,Xenon,273.0,K,5.0,bar,0.000237331,mol/kg,capacity,6012949,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012949.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-5_iso6012949_p2_Krypton,mofxdb_hMOF-5,Kr,Krypton,273.0,K,5.0,bar,1.22582,mol/kg,capacity,6012949,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012949.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-5_iso6012949_p3_Xenon,mofxdb_hMOF-5,Xe,Xenon,273.0,K,10.0,bar,0.000617061,mol/kg,capacity,6012949,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012949.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-5_iso6012949_p3_Krypton,mofxdb_hMOF-5,Kr,Krypton,273.0,K,10.0,bar,1.58713,mol/kg,capacity,6012949,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012949.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-5_iso6150835_p1,mofxdb_hMOF-5,H2,Hydrogen,77.0,K,2.0,bar,10.6441,g/l,capacity,6150835,10.1021/acs.jpcc.6b08729,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6150835.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-5_iso6150835_p2,mofxdb_hMOF-5,H2,Hydrogen,77.0,K,100.0,bar,16.2733,g/l,capacity,6150835,10.1021/acs.jpcc.6b08729,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6150835.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-3_iso5105124_p1,mofxdb_hMOF-3,CO2,CarbonDioxide,298.0,K,0.01,bar,0.14368,mol/kg,capacity,5105124,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105124.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-3_iso5105124_p2,mofxdb_hMOF-3,CO2,CarbonDioxide,298.0,K,0.1,bar,0.519044,mol/kg,capacity,5105124,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105124.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-3_iso5105124_p3,mofxdb_hMOF-3,CO2,CarbonDioxide,298.0,K,2.5,bar,8.77319,mol/kg,capacity,5105124,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105124.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-3_iso5105124_p4,mofxdb_hMOF-3,CO2,CarbonDioxide,298.0,K,0.05,bar,0.247774,mol/kg,capacity,5105124,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105124.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-3_iso5105124_p5,mofxdb_hMOF-3,CO2,CarbonDioxide,298.0,K,0.5,bar,2.52644,mol/kg,capacity,5105124,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105124.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-3_iso5380729_p1,mofxdb_hMOF-3,N2,Nitrogen,298.0,K,0.09,bar,0.0142399,mol/kg,capacity,5380729,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5380729.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-3_iso5380729_p2,mofxdb_hMOF-3,N2,Nitrogen,298.0,K,0.9,bar,0.158775,mol/kg,capacity,5380729,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5380729.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-3_iso5518381_p1,mofxdb_hMOF-3,CH4,Methane,298.0,K,2.5,bar,0.684226,mol/kg,capacity,5518381,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518381.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-3_iso5518381_p2,mofxdb_hMOF-3,CH4,Methane,298.0,K,4.5,bar,1.19045,mol/kg,capacity,5518381,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518381.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-3_iso5518381_p3,mofxdb_hMOF-3,CH4,Methane,298.0,K,0.05,bar,0.0138127,mol/kg,capacity,5518381,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518381.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-3_iso5518381_p4,mofxdb_hMOF-3,CH4,Methane,298.0,K,0.5,bar,0.143396,mol/kg,capacity,5518381,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518381.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-3_iso5518381_p5,mofxdb_hMOF-3,CH4,Methane,298.0,K,0.9,bar,0.272124,mol/kg,capacity,5518381,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518381.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-3_iso5737342_p1,mofxdb_hMOF-3,CH4,Methane,298.0,K,35.0,bar,127.489,cm3(STP)/cm3,capacity,5737342,10.1038/nchem.1192,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5737342.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-3_iso6012947_p1_Xenon,mofxdb_hMOF-3,Xe,Xenon,273.0,K,1.0,bar,0.2529,mol/kg,capacity,6012947,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012947.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-3_iso6012947_p1_Krypton,mofxdb_hMOF-3,Kr,Krypton,273.0,K,1.0,bar,0.33008,mol/kg,capacity,6012947,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012947.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-3_iso6012947_p2_Xenon,mofxdb_hMOF-3,Xe,Xenon,273.0,K,5.0,bar,1.39764,mol/kg,capacity,6012947,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012947.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-3_iso6012947_p2_Krypton,mofxdb_hMOF-3,Kr,Krypton,273.0,K,5.0,bar,1.6729,mol/kg,capacity,6012947,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012947.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-3_iso6012947_p3_Xenon,mofxdb_hMOF-3,Xe,Xenon,273.0,K,10.0,bar,3.02441,mol/kg,capacity,6012947,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012947.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-3_iso6012947_p3_Krypton,mofxdb_hMOF-3,Kr,Krypton,273.0,K,10.0,bar,3.52622,mol/kg,capacity,6012947,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012947.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-3_iso6150833_p1,mofxdb_hMOF-3,H2,Hydrogen,77.0,K,2.0,bar,9.20032,g/l,capacity,6150833,10.1021/acs.jpcc.6b08729,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6150833.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-3_iso6150833_p2,mofxdb_hMOF-3,H2,Hydrogen,77.0,K,100.0,bar,50.4022,g/l,capacity,6150833,10.1021/acs.jpcc.6b08729,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6150833.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-4_iso5105125_p1,mofxdb_hMOF-4,CO2,CarbonDioxide,298.0,K,0.01,bar,2.22284,mol/kg,capacity,5105125,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105125.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-4_iso5105125_p2,mofxdb_hMOF-4,CO2,CarbonDioxide,298.0,K,0.1,bar,4.22013,mol/kg,capacity,5105125,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105125.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-4_iso5105125_p3,mofxdb_hMOF-4,CO2,CarbonDioxide,298.0,K,2.5,bar,5.88235,mol/kg,capacity,5105125,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105125.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-4_iso5105125_p4,mofxdb_hMOF-4,CO2,CarbonDioxide,298.0,K,0.05,bar,3.76509,mol/kg,capacity,5105125,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105125.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-4_iso5105125_p5,mofxdb_hMOF-4,CO2,CarbonDioxide,298.0,K,0.5,bar,5.2558,mol/kg,capacity,5105125,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105125.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-4_iso5380730_p1,mofxdb_hMOF-4,N2,Nitrogen,298.0,K,0.09,bar,0.00726234,mol/kg,capacity,5380730,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5380730.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-4_iso5380730_p2,mofxdb_hMOF-4,N2,Nitrogen,298.0,K,0.9,bar,0.0823065,mol/kg,capacity,5380730,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5380730.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-4_iso5518382_p1,mofxdb_hMOF-4,CH4,Methane,298.0,K,2.5,bar,0.351013,mol/kg,capacity,5518382,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518382.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-4_iso5518382_p2,mofxdb_hMOF-4,CH4,Methane,298.0,K,4.5,bar,0.55863,mol/kg,capacity,5518382,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518382.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-4_iso5518382_p3,mofxdb_hMOF-4,CH4,Methane,298.0,K,0.05,bar,0.00918472,mol/kg,capacity,5518382,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518382.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-4_iso5518382_p4,mofxdb_hMOF-4,CH4,Methane,298.0,K,0.5,bar,0.088928,mol/kg,capacity,5518382,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518382.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-4_iso5518382_p5,mofxdb_hMOF-4,CH4,Methane,298.0,K,0.9,bar,0.12346,mol/kg,capacity,5518382,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518382.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-4_iso5737343_p1,mofxdb_hMOF-4,CH4,Methane,298.0,K,35.0,bar,60.9285,cm3(STP)/cm3,capacity,5737343,10.1038/nchem.1192,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5737343.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-4_iso6012948_p1_Xenon,mofxdb_hMOF-4,Xe,Xenon,273.0,K,1.0,bar,0.0858665,mol/kg,capacity,6012948,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012948.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-4_iso6012948_p1_Krypton,mofxdb_hMOF-4,Kr,Krypton,273.0,K,1.0,bar,0.313277,mol/kg,capacity,6012948,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012948.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-4_iso6012948_p2_Xenon,mofxdb_hMOF-4,Xe,Xenon,273.0,K,5.0,bar,0.214381,mol/kg,capacity,6012948,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012948.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-4_iso6012948_p2_Krypton,mofxdb_hMOF-4,Kr,Krypton,273.0,K,5.0,bar,1.07483,mol/kg,capacity,6012948,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012948.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-4_iso6012948_p3_Xenon,mofxdb_hMOF-4,Xe,Xenon,273.0,K,10.0,bar,0.259451,mol/kg,capacity,6012948,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012948.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-4_iso6012948_p3_Krypton,mofxdb_hMOF-4,Kr,Krypton,273.0,K,10.0,bar,1.3671,mol/kg,capacity,6012948,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012948.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-4_iso6150834_p1,mofxdb_hMOF-4,H2,Hydrogen,77.0,K,2.0,bar,21.9006,g/l,capacity,6150834,10.1021/acs.jpcc.6b08729,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6150834.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-4_iso6150834_p2,mofxdb_hMOF-4,H2,Hydrogen,77.0,K,100.0,bar,32.1096,g/l,capacity,6150834,10.1021/acs.jpcc.6b08729,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6150834.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-1_iso5105122_p1,mofxdb_hMOF-1,CO2,CarbonDioxide,298.0,K,0.01,bar,0.173407,mol/kg,capacity,5105122,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105122.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-1_iso5105122_p2,mofxdb_hMOF-1,CO2,CarbonDioxide,298.0,K,0.1,bar,1.80649,mol/kg,capacity,5105122,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105122.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-1_iso5105122_p3,mofxdb_hMOF-1,CO2,CarbonDioxide,298.0,K,2.5,bar,7.34618,mol/kg,capacity,5105122,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105122.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-1_iso5105122_p4,mofxdb_hMOF-1,CO2,CarbonDioxide,298.0,K,0.05,bar,0.925813,mol/kg,capacity,5105122,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105122.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-1_iso5105122_p5,mofxdb_hMOF-1,CO2,CarbonDioxide,298.0,K,0.5,bar,4.77901,mol/kg,capacity,5105122,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105122.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-1_iso5380727_p1,mofxdb_hMOF-1,N2,Nitrogen,298.0,K,0.09,bar,0.0187533,mol/kg,capacity,5380727,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5380727.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-1_iso5380727_p2,mofxdb_hMOF-1,N2,Nitrogen,298.0,K,0.9,bar,0.183555,mol/kg,capacity,5380727,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5380727.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-1_iso5518379_p1,mofxdb_hMOF-1,CH4,Methane,298.0,K,2.5,bar,1.0238,mol/kg,capacity,5518379,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518379.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-1_iso5518379_p2,mofxdb_hMOF-1,CH4,Methane,298.0,K,4.5,bar,1.57016,mol/kg,capacity,5518379,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518379.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-1_iso5518379_p3,mofxdb_hMOF-1,CH4,Methane,298.0,K,0.05,bar,0.0337722,mol/kg,capacity,5518379,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518379.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-1_iso5518379_p4,mofxdb_hMOF-1,CH4,Methane,298.0,K,0.5,bar,0.279838,mol/kg,capacity,5518379,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518379.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-1_iso5518379_p5,mofxdb_hMOF-1,CH4,Methane,298.0,K,0.9,bar,0.527366,mol/kg,capacity,5518379,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518379.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-1_iso5737340_p1,mofxdb_hMOF-1,CH4,Methane,298.0,K,35.0,bar,127.695,cm3(STP)/cm3,capacity,5737340,10.1038/nchem.1192,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5737340.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-1_iso6012945_p1_Xenon,mofxdb_hMOF-1,Xe,Xenon,273.0,K,1.0,bar,0.567389,mol/kg,capacity,6012945,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012945.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-1_iso6012945_p1_Krypton,mofxdb_hMOF-1,Kr,Krypton,273.0,K,1.0,bar,0.727807,mol/kg,capacity,6012945,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012945.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-1_iso6012945_p2_Xenon,mofxdb_hMOF-1,Xe,Xenon,273.0,K,5.0,bar,0.822548,mol/kg,capacity,6012945,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012945.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-1_iso6012945_p2_Krypton,mofxdb_hMOF-1,Kr,Krypton,273.0,K,5.0,bar,2.19673,mol/kg,capacity,6012945,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012945.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-1_iso6012945_p3_Xenon,mofxdb_hMOF-1,Xe,Xenon,273.0,K,10.0,bar,0.873125,mol/kg,capacity,6012945,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012945.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-1_iso6012945_p3_Krypton,mofxdb_hMOF-1,Kr,Krypton,273.0,K,10.0,bar,3.4502,mol/kg,capacity,6012945,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012945.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-1_iso6150831_p1,mofxdb_hMOF-1,H2,Hydrogen,77.0,K,2.0,bar,29.1705,g/l,capacity,6150831,10.1021/acs.jpcc.6b08729,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6150831.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-1_iso6150831_p2,mofxdb_hMOF-1,H2,Hydrogen,77.0,K,100.0,bar,31.8303,g/l,capacity,6150831,10.1021/acs.jpcc.6b08729,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6150831.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5105123_p1,mofxdb_hMOF-2,CO2,CarbonDioxide,298.0,K,0.01,bar,0.333446,mol/kg,capacity,5105123,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105123.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5105123_p2,mofxdb_hMOF-2,CO2,CarbonDioxide,298.0,K,0.1,bar,0.854371,mol/kg,capacity,5105123,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105123.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5105123_p3,mofxdb_hMOF-2,CO2,CarbonDioxide,298.0,K,2.5,bar,1.4935,mol/kg,capacity,5105123,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105123.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5105123_p4,mofxdb_hMOF-2,CO2,CarbonDioxide,298.0,K,0.05,bar,0.863734,mol/kg,capacity,5105123,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105123.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
